image_path,label_path,image_width,image_height,max_side,larger_than_640,num_objects,num_pothole,num_crack,num_manhole,has_pothole,has_crack,has_manhole
data/raw/data/images/vlcsnap-2025-02-19-16h22m27s494.jpg,data/raw/data/labels/vlcsnap-2025-02-19-16h22m27s494.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h25m30s703.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h25m30s703.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h36m09s361.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h36m09s361.txt,640,360,640,0,5,1,4,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-15h05m31s134.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h05m31s134.txt,640,360,640,0,2,1,0,1,1,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h17m50s710.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h17m50s710.txt,640,360,640,0,4,3,0,1,1,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h31m02s378.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h31m02s378.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-26-20h32m29s598.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h32m29s598.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h31m11s632.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h31m11s632.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h21m06s191.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h21m06s191.txt,640,360,640,0,4,2,1,1,1,1,1
data/raw/data/images/vlcsnap-2025-02-18-17h06m17s642.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h06m17s642.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-23h15m48s025.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h15m48s025.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-17h04m45s733.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h04m45s733.txt,640,360,640,0,3,0,3,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h10m37s406.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h10m37s406.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h00m39s870.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h00m39s870.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-17h11m07s691.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h11m07s691.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-15h11m41s746.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h11m41s746.txt,640,360,640,0,2,2,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-26-20h42m29s611.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h42m29s611.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-00182.jpg,data/raw/data/labels/vlcsnap-00182.txt,640,360,640,0,4,0,4,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-18h43m38s674.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h43m38s674.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h21m14s442.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h21m14s442.txt,640,360,640,0,5,0,3,2,0,1,1
data/raw/data/images/vlcsnap-2025-02-19-14h20m10s229.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h20m10s229.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-23h29m14s617.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h29m14s617.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h33m36s027.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h33m36s027.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h06m44s323.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h06m44s323.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h46m30s755.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h46m30s755.txt,640,360,640,0,4,0,4,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-15h09m22s147.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h09m22s147.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-17h05m16s653.jpg,data/raw/data/labels/vlcsnap-2025-02-19-17h05m16s653.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap_2025-03-16-15h29m08s982.jpg,data/raw/data/labels/vlcsnap_2025-03-16-15h29m08s982.txt,640,360,640,0,7,4,2,1,1,1,1
data/raw/data/images/vlcsnap-2025-02-26-20h38m46s623.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h38m46s623.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h16m49s457.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h16m49s457.txt,640,360,640,0,3,0,3,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h15m49s227.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h15m49s227.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h13m43s273.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h13m43s273.txt,640,360,640,0,3,2,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h14m08s861.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h14m08s861.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h05m11s136.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h05m11s136.txt,640,360,640,0,2,1,0,1,1,0,1
data/raw/data/images/vlcsnap-2025-02-18-23h15m51s021.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h15m51s021.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-00162.jpg,data/raw/data/labels/vlcsnap-00162.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h31m18s667.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h31m18s667.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-00033.jpg,data/raw/data/labels/vlcsnap-00033.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h15m45s809.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h15m45s809.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-16h58m52s899.jpg,data/raw/data/labels/vlcsnap-2025-02-19-16h58m52s899.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-19-14h48m37s863.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h48m37s863.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h33m10s512.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h33m10s512.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h34m26s807.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h34m26s807.txt,640,360,640,0,3,1,2,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-15h06m56s689.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h06m56s689.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-19-13h59m42s553.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h59m42s553.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h33m39s642.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h33m39s642.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h14m34s881.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h14m34s881.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h31m58s673.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h31m58s673.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap_2025-03-16-15h22m16s436.jpg,data/raw/data/labels/vlcsnap_2025-03-16-15h22m16s436.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h26m26s258.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h26m26s258.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-23h13m55s630.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h13m55s630.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h01m27s651.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h01m27s651.txt,640,360,640,0,4,2,0,2,1,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h24m58s985.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h24m58s985.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h24m53s165.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h24m53s165.txt,640,360,640,0,5,0,5,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h35m22s372.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h35m22s372.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-18h37m00s293.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h37m00s293.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/20250219_165644.jpg,data/raw/data/labels/20250219_165644.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-18h43m34s241.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h43m34s241.txt,640,360,640,0,3,1,2,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-13h53m04s962.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h53m04s962.txt,640,360,640,0,4,3,0,1,1,0,1
data/raw/data/images/vlcsnap-00004.jpg,data/raw/data/labels/vlcsnap-00004.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h16m02s772.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h16m02s772.txt,640,360,640,0,3,3,0,0,1,0,0
data/raw/data/images/vlcsnap-00101.jpg,data/raw/data/labels/vlcsnap-00101.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-17h11m27s866.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h11m27s866.txt,640,360,640,0,6,0,6,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h17m32s327.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h17m32s327.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-19-15h10m17s204.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h10m17s204.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h49m13s735.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h49m13s735.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-18h48m23s940.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h48m23s940.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-00122.jpg,data/raw/data/labels/vlcsnap-00122.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h15m19s090.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h15m19s090.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/20250223_104730.jpg,data/raw/data/labels/20250223_104730.txt,640,360,640,0,4,4,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-23h30m06s580.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h30m06s580.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-15h06m04s731.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h06m04s731.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-19-14h42m08s843.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h42m08s843.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h13m59s036.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h13m59s036.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h39m18s278.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h39m18s278.txt,640,360,640,0,4,3,1,0,1,1,0
data/raw/data/images/vlcsnap-00201.jpg,data/raw/data/labels/vlcsnap-00201.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-19-14h28m10s843.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h28m10s843.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h08m10s837.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h08m10s837.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h17m05s509.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h17m05s509.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h06m48s938.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h06m48s938.txt,640,360,640,0,2,1,0,1,1,0,1
data/raw/data/images/vlcsnap-2025-02-19-13h55m59s825.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h55m59s825.txt,640,360,640,0,4,1,2,1,1,1,1
data/raw/data/images/vlcsnap-2025-02-19-14h52m08s273.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h52m08s273.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h29m43s309.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h29m43s309.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h24m52s324.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h24m52s324.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/20250223_143826.jpg,data/raw/data/labels/20250223_143826.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-18-18h33m37s340.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h33m37s340.txt,640,360,640,0,4,0,3,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-23h27m31s572.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h27m31s572.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h49m22s648.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h49m22s648.txt,640,360,640,0,4,0,3,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-18h36m10s641.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h36m10s641.txt,640,360,640,0,4,1,3,0,1,1,0
data/raw/data/images/vlcsnap-00075.jpg,data/raw/data/labels/vlcsnap-00075.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h36m10s957.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h36m10s957.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h41m02s345.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h41m02s345.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-00112.jpg,data/raw/data/labels/vlcsnap-00112.txt,640,360,640,0,3,1,2,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h34m42s321.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h34m42s321.txt,640,360,640,0,3,1,2,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h59m33s317.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h59m33s317.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h35m23s844.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h35m23s844.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h17m29s266.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h17m29s266.txt,640,360,640,0,7,2,3,2,1,1,1
data/raw/data/images/vlcsnap-2025-02-18-17h02m01s598.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h02m01s598.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap_2025-03-16-15h28m26s987.jpg,data/raw/data/labels/vlcsnap_2025-03-16-15h28m26s987.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h14m52s036.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h14m52s036.txt,640,360,640,0,7,6,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h30m28s793.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h30m28s793.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap_2025-03-16-15h16m29s650.jpg,data/raw/data/labels/vlcsnap_2025-03-16-15h16m29s650.txt,640,360,640,0,4,0,3,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-18-17h05m47s256.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h05m47s256.txt,640,360,640,0,3,0,3,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h30m29s649.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h30m29s649.txt,640,360,640,0,3,0,3,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-15h07m54s836.jpg,data/raw/data/labels/vlcsnap-2025-02-19-15h07m54s836.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h13m32s567.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h13m32s567.txt,640,360,640,0,3,2,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h42m43s320.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h42m43s320.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h15m01s836.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h15m01s836.txt,640,360,640,0,1,1,0,0,1,0,0
data/raw/data/images/vlcsnap-2025-02-26-20h39m57s724.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h39m57s724.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-23h27m41s807.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h27m41s807.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-17h01m19s628.jpg,data/raw/data/labels/vlcsnap-2025-02-18-17h01m19s628.txt,640,360,640,0,3,1,2,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-18h47m22s071.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h47m22s071.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-13h59m36s869.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h59m36s869.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/20250216_164541.jpg,data/raw/data/labels/20250216_164541.txt,640,360,640,0,6,2,3,1,1,1,1
data/raw/data/images/vlcsnap-2025-02-19-14h06m47s953.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h06m47s953.txt,640,360,640,0,2,1,0,1,1,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h37m09s113.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h37m09s113.txt,640,360,640,0,2,0,2,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h28m24s310.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h28m24s310.txt,640,360,640,0,3,1,1,1,1,1,1
data/raw/data/images/vlcsnap-2025-02-19-13h53m28s938.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h53m28s938.txt,640,360,640,0,2,0,1,1,0,1,1
data/raw/data/images/vlcsnap-2025-02-19-13h53m09s268.jpg,data/raw/data/labels/vlcsnap-2025-02-19-13h53m09s268.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h29m25s660.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h29m25s660.txt,640,360,640,0,6,3,1,2,1,1,1
data/raw/data/images/vlcsnap-2025-02-26-20h41m23s874.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h41m23s874.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-19-14h24m38s339.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h24m38s339.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-26-20h31m33s869.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h31m33s869.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-2025-02-18-18h45m17s416.jpg,data/raw/data/labels/vlcsnap-2025-02-18-18h45m17s416.txt,640,360,640,0,1,0,0,1,0,0,1
data/raw/data/images/vlcsnap-00094.jpg,data/raw/data/labels/vlcsnap-00094.txt,640,360,640,0,5,3,2,0,1,1,0
data/raw/data/images/vlcsnap_2025-03-16-15h25m06s492.jpg,data/raw/data/labels/vlcsnap_2025-03-16-15h25m06s492.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h34m08s778.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h34m08s778.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h38m20s232.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h38m20s232.txt,640,360,640,0,2,1,1,0,1,1,0
data/raw/data/images/vlcsnap-2025-02-18-23h30m26s420.jpg,data/raw/data/labels/vlcsnap-2025-02-18-23h30m26s420.txt,640,360,640,0,1,0,1,0,0,1,0
data/raw/data/images/vlcsnap-2025-02-26-20h33m40s615.jpg,data/raw/data/labels/vlcsnap-2025-02-26-20h33m40s615.txt,640,360,640,0,2,0,0,2,0,0,1
data/raw/data/images/vlcsnap-2025-02-19-14h24m30s948.jpg,data/raw/data/labels/vlcsnap-2025-02-19-14h24m30s948.txt,640,360,640,0,4,2,0,2,1,0,1
